CourseNo,CourseNameAra,CourseNameEng,CourseCode,CourseCH,TheoreticalCH,PracticalCH,CourseDescAra,CourseDescEng,CourseObjAra,CourseObjEng,WCourseDescAra,WCourseDescEng,WCourseObjAra,WCourseObjEng,DepartmentNo
"885","مقدمة في الدوائر الكهربائية*","مقدمة في الدوائر الكهربائية","EEP13151","3","2","1","","","","","","","","","2"
"886","مقدمة في الإلكترونيات*","مقدمة في الإلكترونيات","EEP13152","3","2","1","","","","","","","","","2"
"887","مقدمة في القياسات الكهربائية*","مقدمة في القياسات الكهربائية","EEP13150","3","2","1","","","","","","","","","2"
"888","مقدمة في البرمجة","INTRODUCTION TO ROGRAMMING","WIS14160","4","3","1","","","","","","","","","1"
"889","رياضيات عامة","GENERAL MATHEMATICS","ACD03175","3","3","0","","","","","","","","","6"
"890","البرمجة الشيئية الموجهة","OBJECT ORIENTED PROGRAMMING","WIS14161","4","3","1","","","","","","","","","1"
"891","أمن الحاسوب الشخصي","PERSONAL COMPUTER SECURITY","WIS53180","3","2","1","","","","","","","","","1"
"892","تصميم مواقع ويب","WEB DESIGN","WIS43178","3","1","2","","","","","","","","","1"
"893","تركيب البيانات وتحليل الخوارزميات","DATA STRUCTURES & ALGORITHMS ANALYSIS","WIS13262","3","2","1","","","","","","","","","1"
"894","تصميم واجهة المستخدم وتجربة المستخدم","UI/UX DESIGN","WIS43179","3","1","2","","","","","","","","","1"
"895","مقدمة في نظرية الأعداد وتطبيقاتها","INTRODUCTION TO NUMBER THEORY WITH APPLICATIONS","ACD03281","3","3","0","","","","","","","","","6"
"896","نظم قواعد بيانات متقدمة","Advanced Database Systems","WIS23271","3","2","1","","","","","","","","","1"
"897","تطوير مواقع الويب","Web Development","WIS13263","3","2","1","","","","","","","","","1"
"898","مقدمة في التشفير","Introduction to Cryptography","WIS53251","3","2","1","","","","","","","","","1"
"899","أخلاقيات تكنولوجيا المعلومات","IT Ethics","WIS01454","1","1","0","","","","","","","","","1"
"900","أمن المعلومات","Information security","WIS53382","3","2","1","","","","","","","","","1"
"901","شبكات الحاسوب","Computer Networks","WIS34275","4","3","1","","","","","","","","","1"
"902","تطوير تطبيقات الهواتف الذكية","Mobile Application Development","WIS13366","3","2","1","","","","","","","","","1"
"903","تطوير مواقع الويب المتقدم","Advanced Web Development","WIS13264","3","2","1","","","","","","","","","1"
"904","هندسة البرمجيات","Software Engineering","WIS13368","3","3","0","","","","","","","","","1"
"905","مناهج البحث العلمي","Methods of Scientific Research","WIS02352","2","2","0","","","","","","","","","1"
"906","مقدمة في الحاسوب","INTRODUCTION TO COMPUTER","WIS03150","3","2","1","","","","","","","","","1"
"907","أمن الويب","Web security","WIS53384","3","2","1","","","","","","","","","1"
"908","أمن الشبكات","Network security","WIS53383","3","2","1","","","","","","","","","1"
"909","تقييم و ادارة المخاطر","Risk Assessment and Management","WIS53288","3","2","1","","","","","","","","","1"
"910","مقدمة في مشروع التخرج","Introduction to Graduation Project","WIS01455","1","1","0","","","","","","","","","1"
"911","تدريب ميداني","Field Training","WIS03452","3","0","3","","","","","","","","","1"
"912","أمن نظم التشغيل","Operating system security","WIS53386","3","2","1","","","","","","","","","1"
"913","مشروع التخرج","Graduation Project","WIS01456","3","0","3","","","","","","","","","1"
"914","ادارة خوادم الويب","WEB SERVER MANAGEMENT","WIS33476","3","2","1","","","","","","","","","1"
"915","مساق حر","FREE COURSE","000000","3","2","1","","","","","","","","","10"
"916","نظم التشغيل","Operating Systems","WIS03251","3","2","1","","","","","","","","","1"
"917","نظم قواعد البيانات","DATABASE SYSTEMS","WIS23270","3","2","1","","","","","","","","","1"
"918","التكنولوجيا والمجتمع","Society & Technology","WIS03353","3","3","0","","","","","","","","","1"
"919","مساق اختياري 1","ELECTIVE COURSE I","ELE00001","3","2","1","","","","","","","","","10"
"920","مساق اختياري 2","ELEVTIVE COURSE II","ELE00002","3","2","1","","","","","","","","","10"
"921","مساق اختياري 3","Elective Course III","ELE00003","3","2","1","","","","","","","","","1"
"922","تقنيات الويب وتطبيقاتها","Web Technologies and Applications","WIS13469","3","2","1","","","","","","","","","1"
"923","الأمن السيبراني والاختراق الأخلاقي","Cyber Security and Ethical Hacking","WIS53488","3","2","1","","","","","","","","","1"
"924","أمن السحابة","Cloud security","WIS53489","3","2","1","","","","","","","","","1"
"925","نظم إدارة المحتوى","Content Management Systems","WIS03457","3","2","1","","","","","","","","","1"
"926","التحقيق الجنائي الرقمي","Computer Hacking Forensic Investigating","WIS53490","3","2","1","","","","","","","","","1"
"927","أنظمة كشف التسلل","Intrusion detection systems","WIS33477","3","2","1","","","","","","","","","1"
"928","مواضيع مختارة في تكنولوجيا الويب","Selected topics in web technology","WIS13470","3","2","1","","","","","","","","","1"
"929","التسويق الرقمي","Digital marketing","WIS03458","3","2","1","","","","","","","","","3"
"930","تطوير التطبيقات السحابية","Cloud based application development","WIS13471","3","2","1","","","","","","","","","1"
"931","تطوير تطبيقات الهواتف الذكية المتقدمة","Advanced Mobile Application Development","WIS13367","3","2","1","","","","","","","","","1"
"932","أمن قواعد البيانات","Database security","WIS53385","3","2","1","","","","","","","","","1"
"933","أمن الشبكات اللاسلكية","Wireless Security","WIS54487","3","2","1","","","","","","","","","1"
"934","نماذج تصميم البرمجيات","Design Patterns","WIS13265","3","2","1","","","","","","","","","1"
"935","مبادئ التسويق","Principles of Marketing","EMK53000","3","3","0","","","","","","","","","3"
"936","مهارات الاتصال والتفاوض الرقمي","Communication and digital negotiation skills","EMK53001","3","3","0","","","","","","","","","3"
"937","مبادئ الاقتصاد","Principles of Economics","BUS23101","3","3","0","","","","","","","","","3"
"938","مبادئ المحاسبة","Principles of Accounting","BUS33001","3","3","0","","","","","","","","","3"
"939","تقنيات التسويق الرقمي","Digital Marketing Techniques","EMK53006","3","1","2","","","","","","","","","3"
"940","تطبيقات حاسوبية في الإدارة","Software Application in Management","CMP43022","3","1","2","","","","","","","","","1"
"941","بحوث التسويق","Marketing Research","EMK52004","2","2","0","","","","","","","","","3"
"942","مهارات الطباعة","Typing Skills","BUS12000","2","0","2","","","","","","","","","3"
"944","التسويق الدولي الرقمي","International Digital Marketing","EMK53103","3","1","2","","","","","","","","","3"
"945","التصوير ومعالجة الصور الرقمية","Photography &Digital photo processing","EMK53107","3","1","2","","","","","","","","","3"
"946","التجارة الالكترونية","E- commerce","EMK53100","3","2","1","","","","","","","","","3"
"947","أخلاقيات منظمات الأعمال","Business Ethics","BUS01146","1","1","0","","","","","","","","","3"
"948","قضايا تسويقية معاصرة","Recent Marketing Issues","EMK51110","1","1","0","","","","","","","","","3"
"949","تسويق الخدمات","Marketing of Service","EMK53111","3","3","0","","","","","","","","","3"
"950","معالجة الصوت والفيديو والمونتاج الرقمي","Audio, video and digital montage processing","EMK53108","3","1","2","","","","","","","","","1"
"951","سلوك المستهلك","Customers behavior","EMK53112","3","0","3","","","","","","","","","3"
"952","اللغة الانجليزية للأعمال","Business English","EMK53002","2","2","0","","","","","","","","","3"
"953","بحث التخرج","Research of Graduation","EMK51215","1","0","1","","","","","","","","","3"
"954","تدريب ميداني","Training","EMK50214","0","0","0","","","","","","","","","3"
"955","مهارات العمل الحر","Free work skills","EMK53213","3","1","2","","","","","","","","","3"
"956","رسم هندسي","ENGINEERING DRAWING","MEE02150","2","0","2","مبادئ الرسم الهندسي، مصطلحات وتعابير ورموز الرسم الهندسي، تنظيم اللوحة، الأشكال الهندسية وطرق رسمها، رسم المساقط للمجسمات الكاملة، رسم المنظور للمجسمات، المقاطع الطولية والعرضية، وضع الأبعاد، رسم افرادات المجسمات البسيطة، قراءة واستخدام المصطلحات والرموز في الرسوم الهندسية.","","","","مبادئ الرسم الهندسي، مصطلحات وتعابير ورموز الرسم الهندسي، تنظيم اللوحة، الأشكال الهندسية وطرق رسمها، رسم المساقط للمجسمات الكاملة، رسم المنظور للمجسمات، المقاطع الطولية والعرضية، وضع الأبعاد، رسم افرادات المجسمات البسيطة، قراءة واستخدام المصطلحات والرموز في الرسوم الهندسية.","","","","2"
"957","إدارة العلاقات مع الزبائن","Digital Promotion","EMK53105","3","1","2","","","","","","","","","3"
"958","فيزياء عامة","GENERAL PHYSICS","ACD04159","4","3","1","","","","","","","","","6"
"959","الرسم الهندسي","ENGINEERING DRAWING","MEE02150","2","0","2","","","","","","","","","2"
"960","المشغل الهندسي والامن الصناعي","ENGINEEING WORKSHOP AND INDUSTRIAL SAFETY","MEE02151","2","1","1","","","","","","","","","2"
"961","التصميم الإلكتروني بمساعدة الحاسوب","ELECTRONIC COMPUTER AIDED DESIGN","EEE11151","1","0","1","","","","","","","","","2"
"962","الإشارات والنظم","SIGNAL & SYSTEMS","EEE23350","3","3","0","","","","","","","","","2"
"963","تصميم واجهات المستخدم ومواقع الويب","UI/UX DESIGN & WEB DESIGN","EEE43399","3","1","2","","","","","","","","","1"
"964","تطوير مواقع الإنترنت","WEB DEVELPPMENT","EEE43370","3","1","2","","","","","","","","","1"
"965","تطوير التطبيقات النقالة","MOBILE APPLICATIONS DEVELOPMENT","EEE43472","3","1","2","","","","","","","","","1"
"966","مساق اختياري تخصص 1","CSE ELECTIVE 1","EEE43500","3","3","0","","","","","","","","","2"
"967","مساق اختياري تخصص 2","CSE ELECTIVE 2","EEE43501","3","3","0","","","","","","","","","2"
"968","مساق اختياري تخصص 3","CSE ELECTIVE 3","EEE43502","3","3","0","","","","","","","","","2"
"969","مساق اختياري تخصص 4","CSE ELECTIVE 4","EEE43503","3","3","0","","","","","","","","","2"
"970","مساق اختياري تخصص 5","CSE ELECTIVE 5","EEE43504","3","3","0","","","","","","","","","2"
"971","الذكاء الإصطناعي","ARTIFICIAL INTELLIGENCE","EEE43491","3","2","1","","","","","","","","","2"
"972","أمن المعلومات والشبكات","INFORMAYION SECURITY AND NETWORKS","EEE43576","3","2","1","","","","","","","","","1"
"973","إدارة الشبكات","NETWORK MANAGEMENT","EEE43468","3","2","1","","","","","","","","","2"
"974","إنترنت الأشياء","INTERNET OF THINGS","EEE43490","3","2","1","","","","","","","","","2"
"975","الأنظمة المتكاملة ومعالجة الزمن الحقيقي","EMBEDDED  SYSTEMS & REAL TIME PROSSING","EEE63584","3","2","1","","","","","","","","","2"
"976","ريادة الأعمال العمل الحر عبر الإنترنت","ENTRPRENEURSHIP & FREELANCING","EEE02580","3","1","2","","","","","","","","","2"
"977","تطوير مواقع الإنترنت المتقدمة","ADVANCED WEB PROGRAMMING","EEE43471","3","2","1","","","","","","","","","1"
"978","تطبيقات الهواتف الذكية المتقدمة","ADVANCED SMART PHONE APPLICATIONS","EEE43473","3","2","1","","","","","","","","","1"
"979","مواضيع متقدمة في لغات البرمجة","ADVANCED TOPICS IN PROGRAMMING LANGUAGES","EEE4 3583","3","2","1","","","","","","","","","2"
"980","تراكيب البيانات المتقدمة والخوارزميات","ADVANCED DATA STRUCTURES & ALGORITHMS","EEE43583","3","2","1","","","","","","","","","1"
"981","أنظمة التحكم الرقمية","DIGITAL CONTROL SYSTEMS","EEE63586","3","3","0","","","","","","","","","2"
"982","تقنيات الربط المتقدمة","ADVANCED INTERFACING TECHNIQUES","EEE43574","3","2","1","","","","","","","","","2"
"983","الأتمتة الصناعية","INDUSTRIAL AUTOMATION","EEE63589","3","2","1","","","","","","","","","2"
"984","تعلم الآلة","MACHINE LEARNING","EEE43599","3","3","0","","","","","","","","","1"
"985","الأنظمة المنطقية المحيرة","FUZZY LOGIC SYSTEMS","EEE63587","3","3","0","","","","","","","","","2"
"986","الرسم الحاسوبي","COMPUTER GRAPHICS & ANIMATION","EEE43591","3","2","1","","","","","","","","","1"
"987","تمييز النماذج","PATTERN RECOGNITION","EEE23580","3","3","0","","","","","","","","","2"
"988","نظرية المعلومات والترميز","INFORMATION & CODING THEORY","EEE33597","3","3","0","","","","","","","","","2"
"989","التشفير وأمن أنظمة الحاسوب","COMPUTER SYSTEMS SECURITY & CRYPTOGRAPHY","EEE43577","3","3","0","","","","","","","","","2"
"990","شبكات الحاسوب المتقدمة","ADVANCED COMPUTER NETWORKS","EEE43593","3","2","1","","","","","","","","","1"
"992","الحوسبة السحابية","CLOUD COMPUTING","EEE43586","3","3","0","","","","","","","","","2"
"993","تصميم المترجمات","COMPILER DESIGN","EEE43573","3","3","0","","","","","","","","","2"
"994","نظم التشغيل المتقدمة","ADVANCED OPERATING SYSTEMS","EEE43590","3","2","1","","","","","","","","","1"
"995","نظم قواعد البيانات","DATABASE SYSTEMS","EEE43360","3","2","1","","","","","","","","","1"
"996","برمجة الإنترنت وتطبيقاته I","INTERNET PROGRAMMING AND APPLICATIONS I","EEE43595","3","1","2","","","","","","","","","1"
"998","نظم قواعد البيانات المتقدمة","ADVANCED DATABASE SYSTEMS","EEE43461","3","2","1","","","","","","","","","1"
"999","برمجة الإنترنت وتطبيقاته II","INTERNET PROGRAMMING AND APPLICATIONS II","EEE43596","3","1","2","","","","","","","","","1"
"1000","مساق اختياري 1","ELECTIVE COURSE I","EEE00001","3","3","0","","","","","","","","","2"
"1001","مساق اختياري 2","ELECTIVE COURSE 2","EEE00002","3","3","0","","","","","","","","","2"
"1002","مساق اختياري 3","ELECTIVE COURSE 3","EEE00003","3","3","0","","","","","","","","","2"
"1003","مساق اختياري 4","ELECTIVE COURSE 4","EEE00004","3","3","0","","","","","","","","","2"
"1004","مساق اختياري 5","ELECTIVE COURSE 5","EEE00005","3","3","0","","","","","","","","","2"
"1005","مبادئ التسويق والتسويق الإلكتروني","Marketing and E-Marketing Principles","BUS51350","3","3","0","","","","","","","","","3"
"1007","محاسبة التكاليف","COSTS ACCOUNTING","BAC32352","3","3","0","","","","","","","","","3"
"1008","المحاسبة المتوسطة","INTERMEDIATE ACCONTING","BAC32353","3","3","0","","","","","","","","","3"
"1009","المحاسبة الإدارية","MANAGERIAL ACCOUNTING","BAC32355","3","3","0","","","","","","","","","3"
"1010","المحاسبة الحكومية","GOVERNMENT ACCOUNTING","BAC33356","3","3","0","","","","","","","","","3"
"1011","محاسبة الضرائب","TAXATION ACCOUNTING","BAC33359","3","3","0","","","","","","","","","3"
